sim_id	mean_p_per_m	sd_p_per_m	total_p	total_time	psr
0	83	92	82628	999999	0.082628
1	87	70	87322	999999	0.087322
2	88	59	85243	999998	0.085243
3	83	46	83735	999991	0.083736
4	85	41	88577	999999	0.088577
5	87	41	84604	999986	0.084605
6	86	39	83708	999999	0.083708
