	k_init	k_preterm_no_hit_intact	k_preterm_5_hit_intact	k_preterm_3_hit_intact	k_preterm_both_hit_intact	preterm_intact_model	preterm_intact_rate	n_stall	x_stall	k_elong_stall	l_cleave	k_cleave_no_hit	k_cleave_5_hit	k_cleave_3_hit	k_cleave_both_hit	cleave_model	cleave_rate
0	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0	0	0.0	simple	0.0
1	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0001	0.0001	0	0.0	simple	0.0001
2	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0002	0.0002	0	0.0	simple	0.0002
3	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.001	0.001	0	0.0	simple	0.001
4	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.005	0.005	0	0.0	simple	0.005
5	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0001	0	0.0001	hit5	0.0001
6	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0002	0	0.0002	hit5	0.0002
7	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.001	0	0.001	hit5	0.001
8	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.005	0	0.005	hit5	0.005
9	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.01	0	0.01	hit5	0.01
10	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0	0	0.0	simple	0.0
11	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0001	0.0001	0	0.0	simple	0.0001
12	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0002	0.0002	0	0.0	simple	0.0002
13	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.001	0.001	0	0.0	simple	0.001
14	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.005	0.005	0	0.0	simple	0.005
15	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0001	0	0.0001	hit5	0.0001
16	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0002	0	0.0002	hit5	0.0002
17	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.001	0	0.001	hit5	0.001
18	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.005	0	0.005	hit5	0.005
19	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.01	0	0.01	hit5	0.01
20	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0	0	0.0	simple	0.0
21	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0001	0.0001	0	0.0	simple	0.0001
22	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0002	0.0002	0	0.0	simple	0.0002
23	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.001	0.001	0	0.0	simple	0.001
24	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.005	0.005	0	0.0	simple	0.005
25	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0001	0	0.0001	hit5	0.0001
26	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0002	0	0.0002	hit5	0.0002
27	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.001	0	0.001	hit5	0.001
28	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.005	0	0.005	hit5	0.005
29	0.00390625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.01	0	0.01	hit5	0.01
30	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0	0	0.0	simple	0.0
31	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0001	0.0001	0	0.0	simple	0.0001
32	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0002	0.0002	0	0.0	simple	0.0002
33	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.001	0.001	0	0.0	simple	0.001
34	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.005	0.005	0	0.0	simple	0.005
35	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0001	0	0.0001	hit5	0.0001
36	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0002	0	0.0002	hit5	0.0002
37	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.001	0	0.001	hit5	0.001
38	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.005	0	0.005	hit5	0.005
39	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.01	0	0.01	hit5	0.01
40	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0	0	0.0	simple	0.0
41	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0001	0.0001	0	0.0	simple	0.0001
42	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0002	0.0002	0	0.0	simple	0.0002
43	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.001	0.001	0	0.0	simple	0.001
44	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.005	0.005	0	0.0	simple	0.005
45	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0001	0	0.0001	hit5	0.0001
46	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0002	0	0.0002	hit5	0.0002
47	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.001	0	0.001	hit5	0.001
48	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.005	0	0.005	hit5	0.005
49	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.01	0	0.01	hit5	0.01
50	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0	0	0.0	simple	0.0
51	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0001	0.0001	0	0.0	simple	0.0001
52	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0002	0.0002	0	0.0	simple	0.0002
53	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.001	0.001	0	0.0	simple	0.001
54	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.005	0.005	0	0.0	simple	0.005
55	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0001	0	0.0001	hit5	0.0001
56	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0002	0	0.0002	hit5	0.0002
57	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.001	0	0.001	hit5	0.001
58	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.005	0	0.005	hit5	0.005
59	0.0078125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.01	0	0.01	hit5	0.01
60	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0	0	0.0	simple	0.0
61	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0001	0.0001	0	0.0	simple	0.0001
62	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0002	0.0002	0	0.0	simple	0.0002
63	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.001	0.001	0	0.0	simple	0.001
64	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.005	0.005	0	0.0	simple	0.005
65	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0001	0	0.0001	hit5	0.0001
66	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0002	0	0.0002	hit5	0.0002
67	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.001	0	0.001	hit5	0.001
68	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.005	0	0.005	hit5	0.005
69	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.01	0	0.01	hit5	0.01
70	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0	0	0.0	simple	0.0
71	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0001	0.0001	0	0.0	simple	0.0001
72	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0002	0.0002	0	0.0	simple	0.0002
73	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.001	0.001	0	0.0	simple	0.001
74	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.005	0.005	0	0.0	simple	0.005
75	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0001	0	0.0001	hit5	0.0001
76	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0002	0	0.0002	hit5	0.0002
77	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.001	0	0.001	hit5	0.001
78	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.005	0	0.005	hit5	0.005
79	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.01	0	0.01	hit5	0.01
80	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0	0	0.0	simple	0.0
81	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0001	0.0001	0	0.0	simple	0.0001
82	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0002	0.0002	0	0.0	simple	0.0002
83	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.001	0.001	0	0.0	simple	0.001
84	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.005	0.005	0	0.0	simple	0.005
85	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0001	0	0.0001	hit5	0.0001
86	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.0002	0	0.0002	hit5	0.0002
87	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.001	0	0.001	hit5	0.001
88	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.005	0	0.005	hit5	0.005
89	0.015625	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	5	0.0	0.01	0	0.01	hit5	0.01
90	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0	0	0.0	simple	0.0
91	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0001	0.0001	0	0.0	simple	0.0001
92	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0002	0.0002	0	0.0	simple	0.0002
93	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.001	0.001	0	0.0	simple	0.001
94	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.005	0.005	0	0.0	simple	0.005
95	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0001	0	0.0001	hit5	0.0001
96	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.0002	0	0.0002	hit5	0.0002
97	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.001	0	0.001	hit5	0.001
98	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.005	0	0.005	hit5	0.005
99	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	5	0.0	0.01	0	0.01	hit5	0.01
100	0.03125	0	0	0	0	trafficjam	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	5	0.0	0.0	0	0.0	simple	0.0
