	k_init	k_transcription	k_deadenylation	n_mrna_0	k_cleave_no_hit	k_cleave_5_hit	k_cleave_3_hit	k_cleave_both_hit	cleave_model	cleave_rate	n_stall	x_stall	k_elong_stall	k_preterm_no_hit_intact	k_preterm_5_hit_intact	k_preterm_3_hit_intact	k_preterm_both_hit_intact	preterm_intact_model	preterm_intact_rate
141	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.1	0.1	0.0	0.0	simple	0.1
142	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.1	0.0	0.1	hit5	0.1
143	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.1	0.1	hit3	0.1
144	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.5	0.0	0.5	hit5	0.5
145	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.5	0.5	hit3	0.5
146	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	1.0	0.0	1.0	hit5	1.0
147	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	1.0	1.0	hit3	1.0
148	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	4.0	0.0	4.0	hit5	4.0
149	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	4.0	4.0	hit3	4.0
150	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.0	0.0	trafficjam	0.0
151	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.01	0.01	0.0	0.0	simple	0.01
152	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.02	0.02	0.0	0.0	simple	0.02
153	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.02	0.0	0.02	hit5	0.02
154	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.02	0.02	hit3	0.02
155	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.05	0.05	0.0	0.0	simple	0.05
156	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.1	0.1	0.0	0.0	simple	0.1
157	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.1	0.0	0.1	hit5	0.1
158	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.1	0.1	hit3	0.1
159	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.5	0.0	0.5	hit5	0.5
160	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.5	0.5	hit3	0.5
161	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	1.0	0.0	1.0	hit5	1.0
162	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	1.0	1.0	hit3	1.0
163	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	4.0	0.0	4.0	hit5	4.0
164	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	4.0	4.0	hit3	4.0
165	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.0	0.0	trafficjam	0.0
166	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.01	0.01	0.0	0.0	simple	0.01
167	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.02	0.02	0.0	0.0	simple	0.02
168	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.02	0.0	0.02	hit5	0.02
169	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.02	0.02	hit3	0.02
170	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.05	0.05	0.0	0.0	simple	0.05
171	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.1	0.1	0.0	0.0	simple	0.1
172	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.1	0.0	0.1	hit5	0.1
173	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.1	0.1	hit3	0.1
174	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.5	0.0	0.5	hit5	0.5
175	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.5	0.5	hit3	0.5
176	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	1.0	0.0	1.0	hit5	1.0
177	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	1.0	1.0	hit3	1.0
178	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	4.0	0.0	4.0	hit5	4.0
179	0.03125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	4.0	4.0	hit3	4.0
180	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.0	0.0	trafficjam	0.0
181	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.01	0.01	0.0	0.0	simple	0.01
182	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.02	0.02	0.0	0.0	simple	0.02
183	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.02	0.0	0.02	hit5	0.02
184	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.02	0.02	hit3	0.02
185	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.05	0.05	0.0	0.0	simple	0.05
186	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.1	0.1	0.0	0.0	simple	0.1
187	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.1	0.0	0.1	hit5	0.1
188	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.1	0.1	hit3	0.1
189	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.5	0.0	0.5	hit5	0.5
190	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.5	0.5	hit3	0.5
191	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	1.0	0.0	1.0	hit5	1.0
192	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	1.0	1.0	hit3	1.0
193	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	4.0	0.0	4.0	hit5	4.0
194	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	4.0	4.0	hit3	4.0
195	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.0	0.0	trafficjam	0.0
196	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.01	0.01	0.0	0.0	simple	0.01
197	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.02	0.02	0.0	0.0	simple	0.02
198	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.02	0.0	0.02	hit5	0.02
199	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.02	0.02	hit3	0.02
200	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.05	0.05	0.0	0.0	simple	0.05
201	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.1	0.1	0.0	0.0	simple	0.1
202	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.1	0.0	0.1	hit5	0.1
203	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.1	0.1	hit3	0.1
204	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.5	0.0	0.5	hit5	0.5
205	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.5	0.5	hit3	0.5
206	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	1.0	0.0	1.0	hit5	1.0
207	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	1.0	1.0	hit3	1.0
208	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	4.0	0.0	4.0	hit5	4.0
209	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	4.0	4.0	hit3	4.0
210	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.0	0.0	trafficjam	0.0
211	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.01	0.01	0.0	0.0	simple	0.01
212	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.02	0.02	0.0	0.0	simple	0.02
213	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.02	0.0	0.02	hit5	0.02
214	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.02	0.02	hit3	0.02
215	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.05	0.05	0.0	0.0	simple	0.05
216	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.1	0.1	0.0	0.0	simple	0.1
217	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.1	0.0	0.1	hit5	0.1
218	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.1	0.1	hit3	0.1
219	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.5	0.0	0.5	hit5	0.5
220	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.5	0.5	hit3	0.5
221	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	1.0	0.0	1.0	hit5	1.0
222	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	1.0	1.0	hit3	1.0
223	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	4.0	0.0	4.0	hit5	4.0
224	0.0625	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	4.0	4.0	hit3	4.0
225	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.0	0.0	trafficjam	0.0
226	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.01	0.01	0.0	0.0	simple	0.01
227	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.02	0.02	0.0	0.0	simple	0.02
228	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.02	0.0	0.02	hit5	0.02
229	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.02	0.02	hit3	0.02
230	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.05	0.05	0.0	0.0	simple	0.05
231	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.1	0.1	0.0	0.0	simple	0.1
232	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.1	0.0	0.1	hit5	0.1
233	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.1	0.1	hit3	0.1
234	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.5	0.0	0.5	hit5	0.5
235	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.5	0.5	hit3	0.5
236	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	1.0	0.0	1.0	hit5	1.0
237	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	1.0	1.0	hit3	1.0
238	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	4.0	0.0	4.0	hit5	4.0
239	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	4.0	4.0	hit3	4.0
240	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.0	0.0	trafficjam	0.0
241	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.01	0.01	0.0	0.0	simple	0.01
242	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.02	0.02	0.0	0.0	simple	0.02
243	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.02	0.0	0.02	hit5	0.02
244	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.02	0.02	hit3	0.02
245	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.05	0.05	0.0	0.0	simple	0.05
246	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.1	0.1	0.0	0.0	simple	0.1
247	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.1	0.0	0.1	hit5	0.1
248	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.1	0.1	hit3	0.1
249	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.5	0.0	0.5	hit5	0.5
250	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.5	0.5	hit3	0.5
251	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	1.0	0.0	1.0	hit5	1.0
252	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	1.0	1.0	hit3	1.0
253	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	4.0	0.0	4.0	hit5	4.0
254	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	4.0	4.0	hit3	4.0
255	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.0	0.0	trafficjam	0.0
256	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.01	0.01	0.0	0.0	simple	0.01
257	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.02	0.02	0.0	0.0	simple	0.02
258	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.02	0.0	0.02	hit5	0.02
259	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.02	0.02	hit3	0.02
260	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.05	0.05	0.0	0.0	simple	0.05
261	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.1	0.1	0.0	0.0	simple	0.1
262	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.1	0.0	0.1	hit5	0.1
263	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.1	0.1	hit3	0.1
264	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.5	0.0	0.5	hit5	0.5
265	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	0.5	0.5	hit3	0.5
266	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	1.0	0.0	1.0	hit5	1.0
267	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	1.0	1.0	hit3	1.0
268	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	4.0	0.0	4.0	hit5	4.0
269	0.125	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	3.0,3.0,3.0,3.0,3.0,3.0	0.0	0.0	4.0	4.0	hit3	4.0
270	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.0	0.0	trafficjam	0.0
271	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.01	0.01	0.0	0.0	simple	0.01
272	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.02	0.02	0.0	0.0	simple	0.02
273	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.02	0.0	0.02	hit5	0.02
274	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.02	0.02	hit3	0.02
275	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.05	0.05	0.0	0.0	simple	0.05
276	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.1	0.1	0.0	0.0	simple	0.1
277	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.1	0.0	0.1	hit5	0.1
278	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.1	0.1	hit3	0.1
279	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.5	0.0	0.5	hit5	0.5
280	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	0.5	0.5	hit3	0.5
281	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	1.0	0.0	1.0	hit5	1.0
282	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	1.0	1.0	hit3	1.0
283	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	4.0	0.0	4.0	hit5	4.0
284	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.12,0.12,0.12,0.12,0.12,0.12	0.0	0.0	4.0	4.0	hit3	4.0
285	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.0	0.0	trafficjam	0.0
286	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.01	0.01	0.0	0.0	simple	0.01
287	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.02	0.02	0.0	0.0	simple	0.02
288	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.02	0.0	0.02	hit5	0.02
289	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.0	0.0	0.02	0.02	hit3	0.02
290	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.05	0.05	0.0	0.0	simple	0.05
291	0.25	0.0	0.0	1	0	0	0	0	simple	0	6	400,401,402,403,404,405	0.6,0.6,0.6,0.6,0.6,0.6	0.1	0.1	0.0	0.0	simple	0.1
