sim_id	mean_p_per_m	sd_p_per_m	total_p	total_time	psr
0	3	2	3416	999483	0.003418
1	7	4	6909	999516	0.006912
2	14	7	13347	999970	0.013347
3	26	13	27232	999067	0.027257
4	54	25	55366	999954	0.055368
5	109	51	104055	999998	0.104055
6	208	86	198587	999999	0.198587
7	388	133	384541	999999	0.384541
8	672	184	235298	359257	0.654956
