sim_id	mean_lifetime	sd_lifetime	n_mrna
0	2108	271	965
1	2112	277	969
2	2110	277	938
3	2089	284	1032
4	2108	265	1006
5	2085	280	952
6	2086	276	951
7	2106	288	987
8	2095	273	347
